0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0.007424362,0.25120446,0.42523533,1.2917972,0.15546504,-0.27564475,0.5804892,0.39748958,0.66647965,-0.35726923,-0.6278885,0.54364204,-0.7423309,0.07130371,-0.40419465,-0.5062807,0.1911484,0.4008596,-0.47405925,0.24746098,0.7764451,-0.41480616,-0.9499996,-0.65401405,0.15633252,-0.1911331,-0.9907023,-0.34091818,0.029755268,-0.6621709,-0.4281961,0.64620835,0.042513575,-0.62763786,0.3917185,0.3193486,0.6350861,0.634188,1.0636885,0.058319476,-0.52489424,-0.18667415,0.5257087,0.5372282,0.006679505,0.49263164,-0.27356666,-0.83517313,-0.5195173,0.67864543,-0.7409853,-0.46818164,-0.5961849,-0.05367125,0.06449091,0.06252934,0.04878052,0.89827335,-0.47073138,0.29865432,-0.049472176,-0.43559283,0.4939679,1.1672044,-0.28660226,0.2270548,0.53948545,0.051439438,0.90470636,0.61186,0.023624301,-0.25825447,0.17873415,-0.3937373,0.6667149,-0.24641208,-0.20479542,-0.76817524,-0.26127967,0.41126254,0.27365112,0.4063505,-1.4112386,-1.301993,-0.15497589,0.40222728,-0.016930744,0.3222485,-1.066926,-0.24028875,-0.38938788,-0.79752374,0.2674,0.29060227,0.5513135,-0.95437837,0.51398003,-0.54051614,0.047869593,-0.38128093,0.3525496,-0.019217283,-0.39226055,0.47000402,-0.5234842,-0.119843274,-0.14795078,-0.010402724,-0.64900756,0.27247116,0.2232281,-0.1630656,0.17435817,-0.72363687,0.23405206,0.023722127,-0.467951,-0.011438891,-0.7971531,-0.59762394,-0.09537927,-0.25882947,1.3288631,0.5234917,0.7689204,-0.3284557,-0.662472,0.1543689
-0.36845565,0.2644417,0.22477144,0.3351926,-0.76124763,0.08917395,0.00043049455,0.2734598,0.39690542,-0.35492787,0.3759843,0.14756837,-0.17854491,-0.6446681,0.18129258,-0.023740754,0.41853327,-0.81491524,0.4785007,0.23501039,0.10872554,1.571279,-0.3144691,0.08884602,0.48108453,0.1488905,0.07895492,0.7325102,-0.4890768,0.32070827,0.37354055,0.106383406,-0.14266528,0.4504507,-0.75896406,-0.2263056,1.0373936,0.43332797,-0.08767904,-0.5312074,-0.2502423,0.41279697,0.07459137,0.14563236,-0.0965109,0.3472358,-0.5596884,-0.4574785,0.023492519,0.23737583,0.53998125,-0.3878969,0.33249155,-0.5453068,0.87784207,0.63599056,0.086520165,-0.3361167,0.56158835,-0.5352656,-0.018404637,0.5851585,0.14825828,0.25019717,-0.60470206,-0.3458049,-0.022717148,-0.33003452,-0.21742213,-0.4764367,0.56873065,0.24128944,-0.5901023,0.104748085,0.3251434,-0.4541523,0.34961936,-0.1847109,0.035511047,0.21689036,0.017572172,0.3384394,-0.3583257,0.31426215,-0.12850827,-0.19972336,0.06233594,0.37247235,0.035452913,-0.051309455,0.600288,-0.29140067,0.27920988,0.32445866,-1.2438986,0.34452167,0.471383,-0.1632644,0.3456505,0.04011062,0.4510531,-0.4807804,0.09706344,-0.6826023,-0.13338512,-0.5316723,0.44937003,0.5668358,-0.9987379,-0.12419133,-0.014504882,-0.1155301,0.749725,-0.715831,0.1472826,0.44554436,0.5236201,-0.25909814,-0.47327358,0.3160081,0.33491606,-0.18232203,-0.034441933,0.15993792,-0.1315119,0.18047768,-0.22912128,0.7425944
-0.20692848,-0.088202305,0.27941626,-0.123971775,-0.4436025,0.467731,-0.21767458,0.34965768,0.13888387,-0.7704661,-0.023602914,-0.11266841,-0.011188783,-0.1326785,-0.0046122447,-0.33373636,-0.1811478,0.2855708,0.08420421,0.034391094,-0.025136866,-0.22680743,-0.22187147,0.2944212,0.22598346,-0.09584198,0.20620239,-0.32126284,-0.046729464,-0.09108792,-0.28353792,0.12613387,-0.37685362,-0.0036786795,0.7711296,-0.3187772,-0.038537137,-0.063062236,0.09364003,0.08404441,0.040574428,-0.28814948,-0.1973568,0.31948942,0.39881426,-0.30512714,-0.22986028,-0.01231087,-0.124794215,0.0869497,-0.049551524,-0.13525285,-0.3870399,0.2303,0.4718587,0.22102359,-0.57931316,0.01985545,0.37530833,-0.008130133,-0.3255596,0.07862105,0.6299915,0.109067395,-0.3274439,-0.13607891,0.008246094,0.08448369,-0.25719252,-0.10978864,-0.2816039,-0.28729543,-0.17800592,0.08667139,0.40704778,-0.5333766,-0.5598761,-0.50038296,-0.1322496,0.014613647,-0.30082878,-0.115446,-0.63147753,-0.062491044,-0.26334515,-0.14152908,-0.24136573,0.035264324,-0.45022404,-0.111206695,0.080287516,-0.12418036,-0.19143762,0.44391248,-0.38708302,0.0003445968,0.115696445,-0.34426934,0.18594825,0.0930061,-0.29145837,0.070288755,0.0043527186,-0.46975866,0.074032046,-0.2042627,-0.39055908,0.4337634,0.2511925,0.023341842,0.023853347,-0.26870573,-0.043808203,-0.20617512,0.14090833,-0.05910784,0.27950525,0.11519239,0.32391766,0.016000412,0.2003418,-0.44159824,0.25556517,-0.13165642,-0.1711415,0.4672842,0.26553807,-0.11884777
0.3749934,0.3423152,-0.61098546,0.09558543,-0.6726467,-0.28718495,-0.18749984,0.49062794,0.54384255,0.3507605,-0.098175555,0.37221438,-0.27833262,-0.009140603,-0.29232413,-0.14539805,-0.034514755,-0.2897173,-0.16114074,-0.65118396,-0.23030277,0.058844514,-0.21125332,-0.79785764,-0.3970553,-0.04089213,0.15949388,-0.40617058,0.56083834,0.003189057,-0.40580642,0.3316874,0.40581733,0.50136405,-0.6209965,-0.10383452,0.39614913,-0.44176036,0.19573155,-0.30265605,0.36282343,-0.5350417,-0.06590757,-0.134569,0.19338594,-0.2568093,-0.38918832,0.14993723,-0.94617754,0.2570163,0.26060265,-0.10700369,-0.0142925605,-0.20325728,-0.010261618,0.19732513,0.39777076,0.16678086,-0.539924,-0.19685775,-0.6493383,0.5381216,0.09227856,-0.19167203,0.39340198,0.3628749,0.048957303,0.3437872,-0.58835286,0.42072645,-0.17794749,-0.2554778,-0.68176043,-0.29044724,0.15254635,0.06713268,-0.4163192,-0.5381044,-0.05451511,-0.24245647,0.29325873,0.42731383,0.108483076,0.08678685,0.48289508,0.11676948,-0.54693156,0.07451491,0.04465583,-0.431278,-0.25437868,-0.3961706,-0.22817549,-0.07704215,-0.03513214,-0.36767182,-0.042185117,0.23085153,0.10275637,0.077299416,0.08323637,-0.2417137,0.048104048,-0.20179635,0.12299691,-0.077336766,-0.79921854,-0.48835242,0.045339458,0.22856568,-0.021418817,-0.34307125,-0.48719963,-0.12953408,0.19688204,0.24476257,-0.3386606,0.41338065,-0.15682842,0.87444055,-0.008281082,0.81933624,-0.33457145,0.13579437,0.28475842,-0.047818244,-0.09619374,0.6070274
-0.006570354,0.002079405,-0.2133493,0.08780438,-0.85691464,-0.31507325,-0.17530026,-0.33415678,0.39804515,-0.038451195,0.10711452,-0.007177923,-0.14517161,-0.032569744,0.40727437,0.23479806,0.337608,0.14604719,-0.20406553,0.09918107,-0.16738972,-0.0472442,-0.41141662,-0.108161286,-0.15666051,-0.23512307,-0.21974722,-0.017953424,0.14457926,0.61567837,0.30375364,0.61827666,-0.41571888,0.09583786,-0.37849644,-0.3632586,-0.034067184,0.25620887,-0.0069222674,-0.1030885,-0.0448236,-0.32478714,-0.0247401,0.47965938,-0.119304165,0.10103829,0.3143419,-0.10463105,-0.1605628,-0.13505174,0.52620834,-0.13390619,-0.19624275,-0.19341144,0.38867253,0.33052945,-0.35667974,0.093613505,0.06490733,-0.1323941,0.09812585,0.0069900453,0.19484633,-0.030625708,-0.07338774,0.03202527,-0.02406764,0.2546778,-0.18953179,-0.16803662,-0.4300452,-0.017661542,0.10319878,0.00686989,0.0759505,-0.013412401,0.13946971,-0.20740001,-0.3860535,-0.3378813,0.49007374,0.32677346,-0.22296743,-0.4353001,0.2778784,-0.20014435,-0.31954077,0.19615096,-0.2748667,0.064686306,0.06540781,-0.15005533,-0.13330738,0.47952405,0.10502048,0.007291734,0.006343033,-0.10424278,-0.0817025,0.11272569,-0.5912174,0.13574953,0.43751305,-0.13473791,0.38791925,0.15244249,0.12787437,-0.04513342,0.21221004,0.12606055,0.0050939694,-0.032245614,0.04975888,-0.21640721,0.5062431,0.2578914,-0.06708993,-0.23912913,-0.53042424,0.22240731,0.06657997,-0.17095982,-0.15627062,0.3520657,0.20674786,0.3202858,0.053453475,0.19439733
-0.42770618,0.018349346,0.080803566,0.055592217,0.15640399,0.33205196,0.09373366,-0.35089302,0.20068425,-0.20325832,-0.19153632,-0.13318096,0.615583,0.12438997,-0.4483194,0.31027257,0.5004401,-0.17179197,-0.54938006,1.0611236,0.37275726,-0.07137485,0.11571221,0.21103603,-0.3534938,0.42003345,0.3242735,-0.15720683,-0.3283512,-0.19054289,-0.17839989,0.09311212,-0.6272108,0.29152194,0.3534904,0.049287677,-0.30668673,0.3229341,-0.2751825,-0.4689458,1.1902936,-0.26101822,-0.44869947,0.42171243,0.46899703,-0.069440395,-0.4725915,0.041667074,0.06338105,-0.120099425,0.37278524,0.33828694,-0.9657938,0.13276398,0.05241685,0.9865588,-0.8181059,0.054454505,-0.3247063,0.54087037,0.40009648,0.2739473,0.31771636,-0.29104134,-0.3942148,-0.44174418,0.6879859,-0.71942747,-0.5147873,0.3770038,-0.23406467,0.69487166,-0.32581916,0.020471329,0.96594644,-0.3928362,0.80759144,-0.21202317,-0.50873375,0.08256891,0.16997951,0.4738664,1.2755332,0.4729901,0.19433624,0.83040047,-0.607083,0.22941369,-0.06729564,0.60261345,-0.08765526,0.37108982,-0.56793654,-0.1507391,0.5620459,0.062368665,0.44780102,-0.26891884,-0.87109476,0.5725965,-0.47520196,-0.8107398,-0.2602044,0.09171076,0.6898437,-0.38413697,-0.80036885,0.14817792,0.35574043,-0.50079256,-0.9420376,0.027437504,0.43173635,0.3705837,0.3731173,1.0950849,-0.019095533,-0.11764088,-0.39438003,0.8393502,0.2000704,-0.49429858,1.3431021,1.0768157,-0.31208357,-0.22643945,0.40247193,-0.04638168
0.19317372,0.24271385,-0.44081494,-0.010887496,-0.09624925,-0.093599826,-0.480748,-0.37686118,-0.13501415,-0.19829646,-0.21765724,-0.27252853,-0.29441926,-0.33959833,-0.42317265,0.23726009,-0.21508227,0.26792893,-0.6003599,-0.04821816,-0.3872931,0.26975316,-0.61222154,-0.00111489,0.032015014,0.08797777,-0.054319486,-0.3223464,-0.018365584,0.5596304,-0.2870948,0.33069947,0.016272828,0.34606844,-0.7352034,-0.1966776,-0.2828138,-0.18823606,-0.31252578,-0.33242673,0.2920195,0.18109876,-0.15579195,0.39708334,0.34961712,-0.42419598,0.33404562,-0.15492527,-0.5843789,-0.035349704,0.03868717,0.15166014,0.2602668,-0.119229145,-0.35825345,-0.16702108,0.28580683,0.26952255,-0.36507696,0.061895344,-0.053339146,0.19816129,0.35027355,-0.04507464,-0.084874846,0.23627397,-0.024632316,0.20297131,0.17778659,0.033918872,-0.32727963,0.046981066,0.09645185,0.48723903,0.34179443,0.1621355,0.6249162,-0.18907507,-0.2063757,-0.0144891925,-0.08124898,-0.21534923,-0.055143498,-0.03889166,0.241427,0.09235699,-0.50099456,0.0007087812,0.18877572,-0.3911101,0.5483377,0.101938225,-0.15371151,0.26353577,0.0074588656,0.12445748,-0.35972732,-0.1742352,0.096291035,0.79311866,-0.3734689,0.042967632,0.8187033,-0.41050076,0.6427563,-0.052642897,0.13890591,0.065669924,0.064794056,0.21089998,-0.004541442,-0.33778152,0.40560162,-0.057735328,-0.18258016,0.20338832,-0.020191198,-0.22541621,-0.49507585,-0.09683202,-0.34927267,0.08897528,-0.19318077,0.06742802,0.5321505,0.95952666,0.20964742,0.29906464
-0.24871601,0.10213633,0.27547997,-0.44911805,-0.105191246,-0.01864569,0.045099586,0.044222392,-0.3972215,-0.38001767,0.07638693,-0.52203983,0.38036394,0.44404227,0.9162063,-0.40618736,-0.52989113,0.7836,-0.46687594,-1.4777324,-1.0164764,0.1568718,-0.22749178,0.34754634,0.69094783,0.6787131,0.32592696,0.31519154,-0.4547494,0.045631204,0.9351367,-0.48099166,-0.47630826,-0.9561712,-0.37721196,-0.55689144,0.2449037,0.041956276,-0.27256072,0.6319078,0.42136535,0.011465337,-0.43840435,0.2821317,-0.11555044,0.46333322,0.23813997,-0.04439954,-0.30656204,0.18041179,0.5732478,1.5329044,-0.3167196,0.45031628,-0.16574234,0.08701877,-0.94964594,-0.3234141,-1.0322217,-1.36119,-0.9509959,0.103459835,-0.57144475,0.079040155,0.17211436,0.22558579,-0.34070486,-0.5366247,-0.20107125,-0.23564905,0.77733964,0.45084128,0.12403637,0.66149205,-0.25787583,-1.707586,0.71533936,0.16251664,0.34801364,-0.018307386,0.7827042,0.31993943,0.17713271,0.3236945,0.5414716,-0.11659653,0.712383,-1.161153,1.0373324,0.043734122,0.38864022,0.015315486,-0.26558188,0.10649118,-0.41995135,-0.25206518,-0.047252737,0.33285493,0.062638156,-0.20724389,-0.02412755,0.17121805,0.11573638,-0.74838024,-0.0835895,-0.9485909,0.8427707,-0.9735496,0.56073195,0.16104469,-1.1237104,-0.5267414,0.2688725,-0.5605973,1.0571597,-0.12748446,-0.4055099,0.2047679,-0.30086914,-0.464091,0.5154245,0.08617529,-0.14546748,1.0679619,-0.5019076,-0.46544415,-0.30467114,-0.16934296
0.24458042,0.12417132,0.019988641,0.11383998,0.48556185,-0.35144472,0.06669319,-0.34928444,-0.21585134,-0.31087825,-0.28863502,-0.14145425,0.13069436,0.1665914,-0.1236653,-0.3089448,0.40230376,-0.22776015,-0.43313518,0.18846448,-0.37676218,0.080590025,-0.20909429,-0.46470213,0.41820815,-0.07292755,-0.009423479,0.21856898,-0.2941974,0.1772806,-0.10997518,-0.016335618,-0.13771155,0.46052632,-0.3402451,-0.19437277,-0.25028628,-0.74528086,0.2876301,-0.10203697,-0.17753145,0.23431227,0.012059741,0.12739715,-0.30208585,0.2572353,0.60252565,-0.23274016,-0.22773758,0.28100744,-0.301527,0.55224395,-0.21596068,-0.36629298,-0.2722164,-0.50352186,0.2284568,0.6169184,-0.12589425,-0.40191472,-0.11750565,0.3827558,-0.5212964,0.15084025,0.08898131,-0.06935154,-0.012361266,0.24970688,-0.032719523,-0.14375009,-0.23441374,-0.4407825,0.38445622,0.4204204,-0.3896365,-0.043885134,0.09620325,-0.5930084,0.30625322,0.08953439,-0.31707558,-0.3427853,0.31337628,0.06259447,0.1452412,-0.35751846,-0.1925294,0.66885626,0.6130848,-0.30322435,-0.30578762,0.41190344,-0.30617195,-0.46404535,0.08853691,0.10615499,0.04588002,-0.109606065,0.46723872,-0.34515637,-0.34092093,0.00060031563,-0.032214172,0.17407265,0.72390056,0.06941371,-0.36068496,-0.16312361,0.17053069,-0.12455464,-0.20750596,0.261469,-0.10754577,-0.014406964,-0.40266705,0.2250714,-0.39503455,0.13665572,-0.15301874,-0.39192557,0.1506492,0.40300322,-0.13129887,-0.24591556,0.034336608,-0.18369806,-0.37280056,-0.4112053
0.38573763,0.09693461,0.12289703,-0.45098427,0.5953915,-0.39611322,-0.57101846,0.17533718,0.01976978,0.19775937,-0.28141165,-0.15636532,0.23596263,-0.08854925,-0.20542338,-0.30140904,-0.4034877,-0.47452492,-0.20062196,-0.17150308,-0.2656466,-0.42507184,0.025504515,-0.28596953,0.10435123,-0.19870438,-0.20719668,-0.09162698,-0.06934956,0.17644912,-0.48218107,0.09091185,0.038973145,0.6021702,-0.13082528,0.15088528,0.12705356,-0.20013808,-0.024512948,-0.46635193,-0.45824653,-0.014817495,-0.35579172,0.51387924,-0.19527148,0.17594369,0.46408582,-0.045400977,-0.3533237,0.15664855,-0.85094017,0.47387755,0.10621785,0.1141206,-0.6744145,0.022717416,-0.3035475,0.16831426,-0.2985547,-0.3221315,-0.26527312,0.4166397,-0.16149884,-0.036065456,0.13080898,-0.60749346,-0.4112541,0.34742695,-0.24208157,-0.08363624,-0.12752426,-0.21859846,-0.21679112,-0.16959882,-0.10040563,-0.5047075,-0.65097123,-0.013597205,0.17008741,0.24889863,-0.48301923,-0.12749444,-0.28734225,-0.49246556,-0.15322268,-0.029475164,-0.6024772,0.1671329,0.54295003,0.17626706,0.25451484,0.32858586,-0.736343,-0.17150831,-0.3666414,-0.03251031,-0.29650822,0.09665951,0.37191123,-0.122595176,-0.42609122,-0.07414101,-0.17447464,0.30342433,0.60674435,0.15941302,-0.2749943,0.13413428,-0.050188713,0.191358,-0.3433804,0.49885917,-0.06017603,-0.104220234,-0.15616287,0.16540645,0.2741089,-0.117981024,-0.009482965,-0.4564459,-0.41368836,0.7448338,0.12642108,-0.17620847,0.1090104,-0.5442377,-0.17311238,-0.22118188
