0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.5245247,0.4841382,-0.5031213,0.09903757,-1.0031343,0.102371946,-1.221947,0.3205923,-0.6069744,0.18948227,-1.7922646,-0.7483525,0.019281076,0.6982545,-1.4167466,-0.022649307
0.3704285,-0.71399635,-0.2756027,-0.20327672,-0.60012627,0.4416495,-0.39366406,-0.10548851,-1.0822642,0.3877448,0.27317882,-0.29060304,0.15075609,-0.33845985,0.026486557,-0.35321882
-0.12110514,-0.3229091,-0.1996638,-0.6959762,-0.8954969,0.8646299,0.31357375,0.42496935,-0.75490874,0.5522481,0.21583278,-0.50527596,0.05687276,0.6017516,-0.1961019,0.5435758
0.8704008,0.010574862,0.44005862,-0.30335164,-0.25105104,-1.160621,0.23819157,-0.053319667,-0.6027647,0.29334956,0.40196785,0.36100549,-0.09308052,-0.7291584,-0.14804527,-0.545075
0.15511683,-0.9281612,0.55695343,-1.1957494,-0.28341767,-0.7405108,0.19601704,-0.04373174,-1.0515512,0.43438157,-0.011917412,0.30309573,-0.268567,-0.974561,-0.07931058,-0.30233753
0.5537764,-0.14489305,0.30821642,-0.39595103,0.15580578,-0.42092654,0.12583137,0.28204414,-0.93884546,-0.000835672,-0.023442276,-0.014362007,0.08755219,-0.79696226,-0.10224366,0.15228726
8.362532e-05,0.10269385,0.10692684,0.15071842,-0.4080384,-1.3853941,-0.22265556,0.13475582,-0.9127317,0.33412528,0.3581656,0.3312422,-0.376244,-0.90492296,0.18810111,0.15482542
-0.67050284,0.14777419,0.26315776,0.45072532,0.34925002,0.1662718,-0.3897143,0.37560782,0.42176723,0.5497741,-0.117601454,-0.030646801,-0.713327,-0.3623719,0.6231137,0.8272738
-0.1290392,0.3781644,0.087492906,1.264199,-1.1988866,-0.5176832,0.03230927,-0.27300742,-0.6335199,-0.5855457,0.16524114,0.13383359,-0.3075144,-0.30749786,-0.02402968,0.5315163
0.41446963,-0.2759907,-0.6048734,1.3832047,-0.94935155,-0.22883314,0.041474596,-0.23819226,-0.37181827,-1.4410228,-0.0032344386,-0.8772981,-0.5116296,-0.20015192,0.08768979,-0.28984192
0.23212142,0.026449287,-0.47240222,-0.09817684,0.2190148,-0.57897675,-0.41839194,0.7592255,0.30733916,-0.79440916,-0.6262196,-0.44900554,-0.28911993,-0.7208317,-0.13259935,0.27784127
-0.022756517,0.17255706,0.033318825,0.30167985,-0.6562585,-0.046332777,-0.12745851,0.49027637,-0.33993098,0.41003132,0.019873504,-0.9035337,-0.15302145,1.109505,-0.059465893,0.19175585
0.44887918,0.17417395,0.33865565,0.21156055,-0.93832386,0.19863701,0.21199058,0.45682722,-0.11840997,0.94486177,-0.05555104,-0.6276655,0.19498599,1.3729147,-0.3771581,0.24648875
0.21379411,0.32401145,0.30392668,0.17069456,-0.5836484,-0.16819853,-0.37503895,0.13287291,0.21778992,0.24080488,-0.5285621,-0.39379287,0.13584138,1.3774962,0.16985798,-1.1717902
0.07638863,0.2612878,0.51070464,-0.23501013,0.47059685,0.081956044,0.37870872,-1.0250342,0.030381694,-0.061053418,-0.098193064,-0.40008914,0.88720715,-0.06653142,0.08198786,-0.10107176
0.0067983046,0.3875715,0.5189081,-0.34460616,0.5962287,-0.06495443,0.067333385,-1.5147123,-0.106175095,0.104455814,0.6297525,-0.24045733,0.82335913,-0.12962227,0.21283731,0.29593343
0.5518124,0.17031239,0.54949856,0.2706554,0.64841247,-0.14119148,-0.46395916,-0.503263,0.13563903,-0.664523,-0.48232216,0.46801955,0.542162,-0.2364066,-0.12258198,0.03205242
-0.27214226,0.093304716,0.07326942,-0.3585574,0.8705208,0.033379376,-0.29271626,-1.743049,0.30013835,-0.067651995,0.09155567,0.32982665,0.9350766,-0.09662456,-0.5822352,0.24024796
0.06900204,-0.6075469,-0.664509,0.25671762,1.1233125,0.8246225,-0.12359808,-1.4005858,0.23116529,-0.5015526,0.5635784,0.70352215,0.43998688,-0.27535826,0.18851814,0.11035358
-0.080399394,-0.84833133,-0.30788678,-1.0943725,-0.6345002,0.32505792,-0.17166382,0.14562792,-0.64869255,0.39367178,0.45543337,0.113585465,-0.18986213,0.2605752,-0.12825193,0.14352217
-0.37379572,-0.82032275,-0.4446436,-1.161351,-1.2305878,0.52091783,0.12406882,0.09592168,0.36542535,0.655896,-0.08886523,0.48266903,0.042443007,-0.13332555,0.050992105,0.02069524
0.28047237,0.117920145,0.007470101,-0.14255951,-0.16356468,0.23901372,0.14603174,0.02333004,-0.16947848,-1.23088,0.56345737,0.0022915602,-0.80623996,0.27727097,-0.6926755,-0.5498437
-0.024257027,1.075358,0.6295384,0.28887087,-0.40066826,0.4486267,0.10046987,0.14701533,0.79155046,0.41853166,-0.12899394,0.48062572,0.08496471,-0.8919,0.25621122,-0.15112391
-0.21064897,0.7382519,1.1204475,0.30797255,0.15711606,0.42283618,-0.529717,0.11286756,0.79409754,0.3626895,-0.25194225,0.27179217,0.025316916,-0.9925635,0.5091938,-0.19222397
0.020560741,0.32506096,0.76830614,0.2741942,0.36314702,0.26501325,-0.42478064,0.5156083,0.579991,0.35723,-0.020608839,6.09681e-05,-0.57315814,-0.47784114,0.26867047,0.34031773
-0.29656273,-0.1437169,1.2373763,0.16698775,0.4266274,0.5588365,0.34093356,0.54631335,1.0748087,0.17720316,-0.59107447,0.16685031,-0.21040481,-0.6337781,-0.2337726,0.3985742
0.023880992,0.9677887,0.41753215,0.30049226,-0.5877641,0.1444572,-0.4136742,-0.1705611,0.5133132,0.20042579,-0.5107924,0.69312936,0.046985786,-0.6475859,0.28525835,0.29740238
0.18653327,0.0056060627,0.821429,-0.39603883,-0.41752496,0.5290406,-0.86762804,-0.06938739,0.43646756,-1.1322445,-0.24978241,0.5621428,-0.2907734,0.6959008,-0.08405873,0.17874093
0.41395846,0.25114506,0.299756,0.04854283,-1.0681074,-0.14644311,-0.11681591,0.064736366,0.45980498,-1.3325292,0.07043651,0.7596206,-0.20778102,0.8886036,0.27557638,0.28061235
-0.0928911,0.05573429,0.73826325,-0.47529268,-0.15129897,0.62595403,-0.18338855,0.56221473,0.29389232,-0.8824991,-0.010266034,0.26956847,0.14677376,0.6495826,0.18433392,0.22627446
-0.021216169,-0.5205513,1.2056231,-0.12536971,-0.067451954,0.5354358,-0.2641316,-0.0069325045,0.8181728,-1.0730196,0.074891716,0.5677068,-0.5282834,0.59956145,0.38843277,0.068379626
0.17045206,-0.054902613,1.168426,-0.19393228,0.28803274,0.41922712,-0.42660367,0.13860361,0.6481949,0.11233445,0.6255563,-0.40750015,-0.47010243,-0.46124128,0.3714676,-0.6354392
-0.111210406,-1.0916318,-0.6195288,0.44965225,0.5137909,-0.07523915,-0.00038723275,-1.1751738,0.08204159,0.4422239,-0.06461549,0.8067428,-0.07737961,0.70946914,0.3589432,-0.108281605
0.08967789,-0.052418582,0.85506904,-0.047606662,0.17820854,0.32516328,0.065032266,0.6850116,0.71056086,-0.09428531,-0.3196214,0.10153305,-0.6776993,-0.2559206,-0.059456144,-0.50789165
0.7545762,-0.55443436,0.8892746,-0.3921758,0.6823555,0.79408413,0.2798662,-0.093446,0.73546493,-0.6095527,0.12109211,-0.5891989,-0.8491554,0.08686532,0.17505589,0.5448503
0.040179886,-0.42453086,1.1048559,0.09392496,0.72670794,0.8511394,-0.2265274,0.33509415,0.6500343,-0.26795024,-0.055297263,-0.22182402,-0.6002499,-0.026840217,-0.42244276,-0.24219808
0.11073542,0.85538226,-0.95386934,-0.021899402,0.6512413,0.18521789,0.24482897,-0.19540739,0.5293093,0.54189295,0.7618496,-0.52564156,-0.5511129,-0.5250183,0.119059585,0.057182938
0.11082691,-0.04801751,0.15424563,-0.008467939,-0.95289445,0.34554574,0.06287556,0.3772901,-0.53736466,0.6441078,0.40610424,-0.93580717,-0.22683781,1.0475769,-0.2389601,0.5725607
0.314464,0.021426141,0.24332651,0.1628079,-0.32032973,-0.60883284,0.48975953,0.070360705,-0.049633197,0.8972208,-0.20874801,-0.8408261,-0.08512479,1.348912,-0.004015105,0.43916023
0.3465741,0.5817937,-0.7502164,-0.21420354,-0.6164027,0.4375062,-0.15309492,0.36583525,0.03093025,0.8586194,-0.24256214,-0.8558636,-0.45269585,1.1522323,0.013713607,0.09869638
