0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.49171886,0.5391778,-0.48593938,-0.08282775,-0.6760209,-0.03637574,-1.011614,0.108781844,-0.5520048,-0.33795145,-1.7264937,-0.9589561,-0.002095744,0.8845221,-0.7538868,-0.038589075
0.2946869,-0.34926182,-0.22328342,0.016068518,-0.894456,0.98390955,-0.42694652,-0.21788004,-1.0498829,0.2034907,0.24621966,-0.22150674,0.19726807,0.029732063,-0.116993666,-0.3815207
0.28965014,-0.04621952,0.05352059,-0.585377,-0.97289103,0.67470556,0.49275178,0.15945712,-0.53028333,-0.282318,0.24373603,-0.48387945,-0.052590758,1.1533011,0.41016957,0.58712363
0.038276166,0.12045718,0.47930613,-0.6146736,-0.41481578,-0.70124525,-0.23676474,-0.19761524,-0.69726545,0.25525215,0.3902565,-0.05158854,0.15062661,-0.37677875,-0.67898214,-0.82512903
-0.6257534,-0.26865262,0.61374134,-1.1623157,-0.92217135,0.4691631,-0.39614335,-0.30457753,-0.9626071,0.15813507,-0.087467566,0.31603837,-0.23000813,-0.081481405,-0.70211947,-0.6765536
-0.083841175,0.06844081,0.25917497,-0.5361211,-0.13327394,0.24508126,-0.29651764,0.15290356,-1.0108104,-0.008081794,-0.05050782,-0.17241003,0.12334944,-0.42325014,-0.51565456,-0.19911018
-0.6811701,0.043352,0.21286656,-0.44399342,-0.36196238,-1.1733626,-0.55803806,-0.06711309,-0.8724855,0.4616413,0.17115894,-0.16359296,-0.12256369,-0.67387605,-0.629125,-0.11057826
-0.4432031,0.09640362,-0.36444873,0.17549577,0.5580877,0.10783325,-0.31553668,0.28671348,0.31291246,0.6747683,-0.13103223,0.051176712,-0.8640875,-0.5482675,0.6775501,0.8827241
0.060030203,0.59515035,0.19839749,1.0649213,-0.5491726,-0.9307979,0.31329283,-0.07349616,-0.71088433,-0.24790525,-0.016951174,-0.14013237,-0.3856053,-0.7676739,-0.052150384,0.69408894
0.7632953,-0.7597522,-0.3503564,1.8552104,-0.82310826,-0.9887891,0.4808639,0.3710426,-0.4044755,-0.32154614,0.025757179,-0.6365783,-0.4162469,-0.2639893,-0.14672886,-0.066912144
0.25257584,-0.50446516,-0.4240722,0.30735797,0.15460965,-0.92666507,-0.27700555,1.1421643,0.410594,-0.09953773,-0.5507097,-0.18292439,-0.13118637,-0.5238392,-0.14197822,0.299031
-0.0058229864,0.40141746,-0.06325262,-0.05513721,0.15624727,-0.13387206,0.031306416,-0.017491328,-0.39358938,-0.56570363,0.08285306,-1.4113348,-0.2648094,1.2057973,0.64716756,0.18409051
0.35541245,0.6592071,0.14589795,-0.12959431,0.2748379,0.28079486,0.24095409,-0.2466126,-0.32023108,0.60735905,0.02381153,-1.2373137,-0.12480861,1.0407383,0.54101664,0.31660625
0.13275623,0.7280142,0.17782108,0.01356519,0.40087023,-0.0006721653,-0.32941347,-0.3923719,0.011452317,-0.1621832,-0.48158598,-0.80871385,-0.16751264,0.88793576,0.5852563,-1.0673088
0.2886101,-0.8240128,-0.027941693,-0.2820701,0.6728201,0.10072477,0.55457246,-0.5799697,-0.2598729,-0.22269428,-0.15615185,-0.5304266,1.0158552,-0.55150867,0.002190887,-0.08772698
0.31576377,-0.9287668,-0.06875351,-0.43430653,0.7319032,-0.114247754,0.409843,-0.9071742,-0.47217223,0.06102687,0.4400386,-0.41747254,1.0346149,-0.66837233,-0.040035687,0.26646084
0.73883575,-0.46346098,0.3675906,0.23313455,0.6190287,-0.25132045,-0.1936784,-0.07787362,-0.051880166,-1.0423336,-0.49513775,0.39299592,0.6687258,-0.4722633,-0.22984704,0.046196073
0.05872798,-0.6835998,0.025860801,-0.2801212,0.60918194,-0.3851547,0.22414292,-1.2019508,0.023721471,-0.09058185,0.061300863,0.26809654,1.3749102,-0.33990932,-0.8459234,0.20615415
0.2790532,-0.61975265,-0.29470283,0.45270306,0.81887025,0.25306863,0.20145372,-1.0656424,0.19904357,-0.4745303,0.69351465,0.81668216,0.8578391,-0.2681483,-0.4560954,0.001953043
0.06356111,-0.29828146,-0.1006681,-0.86641616,-1.0256758,0.8266429,-0.06572932,0.0013162494,-0.49715406,-0.12251306,0.40629393,0.24733584,-0.19608088,0.6865233,-0.066528074,0.21618584
