0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.07209097,0.68681705,-0.57576305,0.13603054,-1.0541939,0.2657566,-0.50639766,-0.18739974,-0.43780708,-0.25123167,-1.8304937,-0.7932248,0.086118914,0.63298255,-1.0801952,-0.02267782
0.43447247,-0.43552664,-0.2790557,-0.1052171,-1.0082777,0.7557944,-0.4490589,-0.122635856,-0.92713636,-0.074264064,0.16578779,-0.23080325,0.35412434,-0.022161014,-0.0640219,-0.23313428
-0.5648159,0.16839027,-0.132803,-0.39709908,-1.315642,0.7816585,0.6003159,-0.12984101,-0.34177607,-0.0419001,0.042314515,-0.15898779,0.08135008,0.9737513,0.11951862,0.34971458
0.91187495,-0.06653148,0.4909719,-0.62371826,-0.20325707,-0.51838005,0.27799794,0.21388689,-0.55209005,-0.10898203,0.21651347,-0.5098915,0.39688957,-0.9473727,-0.51155686,-0.4925956
0.29287243,-0.6854035,0.5391129,-1.2886181,-1.1595974,0.112112574,-0.092916384,0.0909871,-0.59183395,-0.6523053,-0.31252965,-0.13082494,0.28411937,-0.60327363,-0.46524626,-0.1032674
0.5887741,-0.15321994,0.2221278,-0.59446585,-0.16025555,0.2058951,0.058887575,0.3903884,-0.8458555,-0.46184224,-0.19013602,-0.48886597,0.42037988,-0.80970293,-0.3478151,0.19111517
-0.07473099,0.1409091,0.12022394,-0.57364094,-0.14915973,-0.516904,-0.09231617,0.59754246,-0.9840127,0.29640445,-0.0065300167,-0.3928586,0.29375225,-1.4434125,-0.26661772,0.026227139
-0.71837676,-0.011239171,-0.36031166,0.30523607,0.5360858,0.22556692,-0.15524969,-0.0014065653,0.34760466,0.60585845,-0.14263636,-0.0887601,-0.9328901,-0.45958874,0.63054866,0.9114539
-0.074918784,1.0019406,0.14049615,1.0357318,-0.3918372,-0.12381038,0.11794993,0.4828039,-0.9889751,0.09517239,0.07158975,0.49584007,-0.4199238,-0.8706617,0.03965126,0.2485779
0.38937727,0.098197505,-0.39549842,1.7796336,-0.4386208,-0.46083525,-0.34790698,0.7394129,-1.0838404,0.2054474,0.2371784,-0.029775202,-0.8451066,0.03185357,-0.49926922,-0.64479834
0.12987323,-0.004947911,-0.43112734,0.28325832,0.29867843,-0.7637758,-0.67114747,1.1250365,-0.05824727,0.07108569,-0.45462865,-0.054083873,-0.42469767,-0.4783306,-0.5022999,0.027270675
-0.61792874,0.4943949,0.024554279,0.34293735,-0.32725644,0.3703193,0.7459273,-0.41828695,-0.34576356,-0.45879453,-0.2843024,-1.3661234,-0.09405032,0.7538695,0.09349622,0.33258778
0.14213091,0.4429495,0.26168907,0.22953841,-0.013288006,0.5467781,0.77266634,-0.4204324,-0.51791066,0.25243592,-0.2568183,-1.4751987,0.10806144,0.59731936,-0.047615625,0.6275182
0.2499996,0.43713355,0.24089089,0.17938855,0.2745995,0.12059823,0.007769197,-0.39449668,-0.24657513,-0.44328386,-0.58737415,-1.0609632,0.014060944,0.6896565,0.21159895,-0.7482678
1.0525734,-0.1571464,-0.086097196,-0.16609278,0.7885476,0.2135122,-0.026950002,-0.057313364,-0.30427533,0.24037398,-0.06432906,0.25957027,0.5882157,0.3531423,0.72057474,-0.51882094
1.3837639,-0.22880502,-0.08105351,-0.29982346,0.93597233,-0.0015668189,-0.24126962,-0.19060522,-0.43994984,0.7152734,0.572605,0.63376313,0.5641006,0.433409,0.7661439,-0.4004196
1.1810567,-0.15778227,0.3525272,0.2580207,0.7322715,-0.19707467,-0.45419064,0.44346935,-0.023846015,-0.5351167,-0.42282945,0.9745703,0.43500492,0.073696285,0.17071386,-0.28962943
1.2137561,-0.44426987,-0.036813095,-0.32487497,0.953228,-0.380812,0.11795677,-0.20938762,0.10306589,0.64800656,0.12704986,1.0523664,1.0292737,0.40232113,-0.48937285,-0.1990024
0.73139983,-0.65185124,-0.40670076,0.33601385,1.1128006,0.05601795,0.6378063,-0.45533693,0.16062495,-0.17456746,0.5870116,0.88413805,0.70101845,-0.16469863,-0.8128067,0.22444573
-0.021322787,-0.35917532,-0.25795525,-0.87374437,-1.195496,0.46268967,-0.2570041,0.056677304,-0.32868916,-0.29963753,0.33820114,0.44707033,-0.022773743,0.7463257,-0.077863,0.26436704
0.3117211,0.10450484,0.5898711,-0.4307225,-1.6902121,0.24144295,-0.1857746,0.06176596,0.5373121,0.27729893,0.037708253,0.42761788,0.36088967,0.5813071,0.32113385,-0.025587417
0.16902296,-0.14911747,0.3055657,0.10321075,-0.2051279,-0.24482994,-0.0940423,0.12913796,-0.3900793,-0.46676752,0.4038512,-0.029857531,-1.2969552,0.35477537,-0.7847117,-0.700656
0.31571501,0.4844307,-1.0536802,-0.070909485,0.11899365,0.40955815,0.6892655,-0.03227871,0.52196383,-0.019681046,0.04963159,0.33292043,-0.16433343,-1.2534745,0.7065514,0.24332055
0.024161652,0.15425378,-0.50246966,-0.08501138,0.49640942,0.39690578,0.119394064,-0.4025498,0.5513432,-0.29974347,-0.19490601,0.24337547,-0.20080718,-1.1530141,0.84945613,0.18160085
0.15994331,-0.13821054,-0.5914027,-0.09825781,0.5880775,0.363437,0.06492138,-0.23697032,0.45036864,-0.1647151,-0.029428642,0.00018130243,-0.7933421,-0.70336604,0.6320626,0.5526116
